RepSouCDSCurve_QS_PC1,RepSouCDSCurve_QS_PC2,RepSouCDSCurve_QS_PC3,RepSouCDSCurve_PC1,RepSouCDSCurve_PC2,RepSouCDSCurve_PC3,REPSOU_5YR_CDS,US_NB_Level,US_NB_Slope,US_NB_Curvature,US_NB_Lambda,US_NB_R2,US_NB_Level_QS,US_NB_Slope_QS,US_NB_Curvature_QS,US_NB_Lambda_QS,US_NB_R2_QS,US_RB_Level,US_RB_Slope,US_RB_QS_Level,US_RB_QS_Slope,SA_NB_Level,SA_NB_Slope,SA_NB_Curvature,SA_NB_Lambda,SA_NB_R2,SA_NB_Level_QS,SA_NB_Slope_QS,SA_NB_Curvature_QS,SA_NB_Lambda_QS,SA_NB_R2_QS,SA_RB_Level,SA_RB_Slope,SA_RB_Curvature,SA_RB_Lambda,SA_RB_R2,SA_RB_Level_QS,SA_RB_Slope_QS,SA_RB_Curvature_QS,SA_RB_Lambda_QS,SA_RB_R2_QS,SAPMI_YoY,SACWC_YoY,OEZAA013_YoY,CESIUSD.Index,CESIEM.Index,CESIGL.Index,EcoSrpCITI_PC1,EcoSrpCITI_PC2,InflGrowthSurpPC1,InflGrowthSurpPC2,InflGrowthSurpPC1_QS,InflGrowthSurpPC2_QS,BCMPEBLS.Index,LEI.TOTL.Index,CONCCONF.Index,SSICCONF.Index,TINSALNL.Index,OPCVTPCR.Index,MichgnConcIndx_QuantileScale,MichgnConcIndx_TS,MichgnConcIndx,RandPPP_QuantileScale,RandPPP_Factor_Inst_TS_ST,RandPPP_Factor_Inst_TS_LT,RandPPP_Factor_Inst
-447.0517048702128,140.9079335871419,-11.71436082943164,0.005,0.997,0.206,244.411,3.464941344937096,-1.26618955695815,-10.30135088789021,1.37,0.9542842478767304,0.472,0.436,0.461,1.0,0.603,-0.2123550990539023,0.607726697281516,0.438,0.506,9.11756287187615,-4.186688883988611,-1.99574683855214,0.63,0.9936993092554115,0.66,0.026,0.486,1.0,0.604,3.122536071783322,-2.920100917465868,-6.756333173571218,0.67,0.9791456512242086,0.69,0.078,0.012,1.0,0.962,-2.699999999999996,-12.0,1.836200000000005,-12.0,-43.7,-16.4,-32.8466156541984,-32.85988898637001,0.6010713564454947,0.05380279696050166,0.997,0.551,8.149999999999999,1.400000000000006,9.899999999999991,8.400000000000006,10.0,0.19,1.0,5.716540212141759,84.5,0.997,17.54721914096771,18.73289424147532,0.6879126831099994
-402.3436542544338,128.4044074822125,-9.915788508673865,0.022,0.88,0.227,216.328,3.441428393323502,-1.201394404869671,-10.332278139703,1.37,0.9554531862723044,0.472,0.459,0.461,1.0,0.609,-0.08302847546801156,0.631911433733316,0.459,0.519,8.890413009954605,-3.985528898304629,-2.677326265816498,0.63,0.9965497426778068,0.475,0.068,0.472,1.0,0.728,3.011039953140818,-2.577766549042037,-6.187359133548593,0.67,0.9768995353662133,0.603,0.113,0.071,1.0,0.932,2.0,4.0,1.836200000000005,-9.0,-37.1,-8.6,-24.5092506544631,-26.62107849704367,0.4077119594796798,0.0685683126322938,0.971,0.561,1.52,1.899999999999991,19.39999999999999,13.5,-12.0,-0.2230000000000001,0.9791666666666666,6.261407809108958,84.1,0.983,19.59736789384274,18.74607714933115,0.6598011272873301
-415.7890222091283,140.1442162124937,-7.435931890590738,0.013,0.992,0.251,229.392,3.668297285881891,-1.493812419555337,-10.5324888252717,1.37,0.9676532293067641,0.517,0.391,0.403,1.0,0.684,-0.2931557364011324,0.6861182256802217,0.414,0.549,9.100943545279558,-4.139270565723058,-2.86432237771741,0.63,0.9948660600607601,0.644,0.036,0.459,1.0,0.667,2.980237717637935,-2.557872858741459,-6.091702807174176,0.67,0.976074929877018,0.557,0.119,0.077,1.0,0.916,2.0,4.0,1.836200000000005,-14.0,-34.3,-8.6,-27.6011749503705,-21.78526780728054,0.3508900250796615,0.04324493958366182,0.928,0.535,1.52,1.899999999999991,19.39999999999999,13.5,-6.0,-0.01100000000000007,0.9791666666666666,6.261407809108958,84.1,0.999,21.03158765466096,18.79133758415586,0.6920272888708158
-399.7652427293237,138.1586960451945,-5.822682727251496,0.032,0.979,0.264,222.824,3.55845347416461,-1.275719284783782,-10.72521476915455,1.37,0.9538589920763676,0.5,0.426,0.366,1.0,0.605,-0.08432351986621396,0.6890375369117606,0.453,0.552,9.05028026730372,-3.946665254014264,-3.347131704732684,0.63,0.9940825499193877,0.572,0.088,0.425,1.0,0.625,2.885515207409382,-2.440381947374155,-5.956351890815632,0.67,0.9727852157547939,0.409,0.13,0.087,1.0,0.839,2.0,4.0,1.836200000000005,-11.7,-37.7,-8.7,-27.02087428168261,-25.64847838285145,0.3653854536839755,0.02227488352731549,0.932,0.516,1.52,1.899999999999991,19.39999999999999,13.5,0.0,-0.1070000000000001,0.9791666666666666,6.261407809108958,84.1,0.98,23.08087227673424,18.95015747278077,0.6701816517252265
-351.3473113016794,134.3130632784423,-3.599770824024552,0.106,0.949,0.288,200.709,3.451685093411538,-1.106331787144918,-10.75920052436705,1.37,0.9468996070492558,0.476,0.48,0.36,1.0,0.581,0.3141377180296181,0.6040315599830272,0.506,0.507,8.950144252714974,-3.855899778803362,-3.520827881449791,0.63,0.9918878432600439,0.503,0.162,0.396,1.0,0.525,2.770348520905018,-2.338892480183335,-5.733905786925042,0.67,0.9717252137922152,0.302,0.162,0.106,1.0,0.807,2.0,4.0,1.836200000000005,-9.5,-31.0,-5.1,-21.20049306690991,-20.42472357360462,0.271687312069355,-0.05647092491299291,0.842,0.423,1.52,1.899999999999991,19.39999999999999,13.5,10.0,-0.1970000000000001,0.9791666666666666,6.261407809108958,84.1,0.97,23.65633937872531,19.13215126421475,0.6591430560197764
-376.4862380725357,135.0126010610462,-6.552766535605412,0.064,0.954,0.266,208.103,3.53315596991513,-1.138319342604227,-11.01180362508065,1.37,0.9518082033625268,0.501,0.477,0.302,1.0,0.606,0.09064228624318105,0.6308563655606646,0.484,0.525,9.273140932603825,-4.149829152547739,-3.526574918855674,0.63,0.9930097779301781,0.859,0.036,0.4,1.0,0.573,2.735968485285688,-2.340517591863966,-5.500678605719521,0.67,0.9791283830006733,0.282,0.161,0.133,1.0,0.958,2.0,4.0,1.836200000000005,-3.4,-30.0,3.8,-11.81325625485364,-19.82250332422577,0.2742854993031771,-0.09074647856532428,0.843,0.389,1.52,1.899999999999991,19.39999999999999,13.5,6.0,-0.04899999999999993,0.9791666666666666,6.261407809108958,84.1,0.958,24.04744786382713,19.09846404346039,0.6485852955012719
-411.0913048131934,117.6956737175495,-9.429221163754544,0.019,0.768,0.233,216.045,3.609560949457144,-1.123504210503003,-11.36415241265179,1.37,0.9498849296616342,0.523,0.478,0.252,1.0,0.598,0.1580797937241457,0.6746528781768399,0.495,0.559,9.27904752916423,-4.156021759141867,-3.775895979992959,0.63,0.9930761464537532,0.858,0.039,0.351,1.0,0.57,2.784514971244937,-2.377716702079835,-5.622680668665964,0.67,0.9791579284708734,0.311,0.149,0.112,1.0,0.956,0.5,4.0,1.836200000000005,10.9,-30.8,4.8,-0.04568745970330709,-27.80317759227612,0.3192229595278198,-0.09775059647030263,0.885,0.374,1.52,2.099999999999994,15.59999999999999,13.40000000000001,0.0,0.165,1.0,6.835005235522628,85.1,0.963,24.25791764796373,19.05421442570266,0.6552261780161768
-431.9918158354661,119.9074704788756,-8.308368592112606,0.012,0.775,0.248,229.702,3.551988518674978,-1.153804802592379,-11.0440519892683,1.37,0.9500330758944142,0.507,0.467,0.301,1.0,0.601,0.2272188724026089,0.6046489803319799,0.502,0.509,9.342858971803327,-4.218291320240153,-3.983850251773882,0.63,0.9922730595405744,0.91,0.027,0.305,1.0,0.526,3.010508840347618,-2.567987206074618,-5.975402031143511,0.67,0.9778290500304065,0.6,0.121,0.087,1.0,0.925,0.5,4.0,1.836200000000005,36.9,-29.8,11.6,24.56713558329409,-38.67122656386248,0.3078418505243858,-0.05729537735037359,0.868,0.418,1.52,2.099999999999994,15.59999999999999,13.40000000000001,-13.0,0.264,1.0,6.835005235522628,85.1,0.954,25.24580004624457,18.96542981550442,0.6535064346379331
-447.1084335108227,111.6976066465086,-10.26192952310568,0.007,0.725,0.224,234.333,3.852562445318158,-1.41407236564207,-11.52797723642228,1.37,0.9634587393585655,0.574,0.369,0.218,1.0,0.677,-0.3945697307385272,0.6527363881833861,0.365,0.554,9.609345544227759,-4.434677902193005,-4.185878792206482,0.63,0.9913528638900458,0.999,0.006,0.296,1.0,0.486,3.00828072967925,-2.555189576252734,-6.026079424967715,0.67,0.9784431586278692,0.592,0.128,0.08,1.0,0.935,0.5,4.0,1.836200000000005,36.6,-29.5,10.2,23.83093137783426,-38.76835521409846,0.3606682978354616,-0.116539844844889,0.925,0.322,1.52,2.099999999999994,15.59999999999999,13.40000000000001,4.0,0.246,1.0,6.835005235522628,85.1,0.99,25.93380802362199,18.92772585668607,0.6809312832651035
-465.4592212964768,120.6703235117025,-9.033988089401829,0.007,0.779,0.245,244.836,3.802132138236235,-1.587870329381274,-10.89471127223761,1.37,0.9685112490133798,0.571,0.349,0.345,1.0,0.727,-0.4186095939722356,0.6406319000356892,0.36,0.543,9.56944344680281,-4.540292886272555,-3.07598882600706,0.63,0.9949010539196308,0.994,0.003,0.479,1.0,0.667,3.07592550237427,-2.511737692720217,-5.649708814634103,0.67,0.9813745575090324,0.654,0.14,0.12,1.0,0.975,0.5,4.0,1.836200000000005,28.5,-24.6,10.4,19.12873525350412,-30.59241165996022,0.3455599116322847,-0.1062228712316117,0.908,0.34,1.52,2.099999999999994,15.59999999999999,13.40000000000001,-8.0,-0.103,1.0,6.835005235522628,85.1,0.998,28.04483442316309,19.00993297477013,0.695900533149636
-457.7634264758991,117.134128369679,-9.029571863229405,0.011,0.746,0.249,239.791,3.717605266492825,-1.586518902489371,-10.59477994273077,1.37,0.9702171593605519,0.556,0.345,0.426,1.0,0.743,-0.4251741595162835,0.634231061797729,0.354,0.539,9.469012366234137,-4.445764745643284,-2.486681851045454,0.63,0.9942484847999232,0.977,0.015,0.52,1.0,0.633,3.114075423372509,-2.534195204164548,-5.650267102275514,0.67,0.9822967595517925,0.68,0.135,0.123,1.0,0.977,5.0,4.0,1.836200000000005,30.8,-17.9,13.1,24.65255562458421,-25.73124797387933,0.4263711499088194,-0.1457246932590047,0.984,0.269,1.52,2.900000000000006,20.5,13.90000000000001,-12.0,0.2440000000000001,0.8958333333333334,6.537381182257185,82.1,0.994,30.25268034888835,19.879254844782,0.6994184209797764
-426.5262008578395,116.7971737148106,-5.037978389753804,0.035,0.742,0.303,230.973,3.898568072906638,-1.82201397634762,-10.68294916865905,1.37,0.9744749500353079,0.593,0.296,0.409,1.0,0.774,-0.8069504431134802,0.6470404717042226,0.261,0.556,9.44172237031233,-4.47597564518755,-2.808042406412997,0.63,0.9946065533063724,0.962,0.014,0.501,1.0,0.655,3.097770646220546,-2.523030779687475,-5.601658657158156,0.67,0.9822721724639707,0.659,0.142,0.14,1.0,0.976,5.0,4.0,1.836200000000005,56.5,-15.0,18.2,48.96365733478918,-35.4374781163289,0.4062692579850362,-0.04409016008462708,0.966,0.434,1.52,2.900000000000006,20.5,13.90000000000001,-2.0,0.04899999999999988,0.8958333333333334,6.537381182257185,82.1,0.968,31.2159073067607,20.75377283942651,0.6733617816104261
-386.2989810570513,110.5327105409357,-5.172951247183492,0.075,0.696,0.307,208.545,3.851750643169103,-1.802822304287117,-10.63376444064625,1.37,0.9709742571757729,0.583,0.298,0.424,1.0,0.747,-0.6554855718647571,0.6549142760016273,0.308,0.57,9.207457632904877,-4.271291510873537,-3.227910244230681,0.63,0.9944240627369972,0.742,0.044,0.459,1.0,0.637,2.959943986115929,-2.378958835542705,-5.455975744899255,0.67,0.9796026816747262,0.49,0.175,0.166,1.0,0.945,5.0,4.0,1.836200000000005,49.7,3.6,23.6,52.57887913350525,-15.50481846401275,0.4672368334306856,-0.07391289728907786,0.985,0.395,1.52,2.900000000000006,20.5,13.90000000000001,-25.0,0.1759999999999999,0.8958333333333334,6.537381182257185,82.1,0.946,31.07383665915387,21.44100879895556,0.6648085074676927
-347.6886097876829,110.4991001463089,-2.515345121200643,0.155,0.695,0.364,195.761,3.731082012112061,-1.365235216292146,-11.26642751353301,1.37,0.9588143110131302,0.56,0.379,0.275,1.0,0.647,-0.1417299754394336,0.6305742170526382,0.418,0.532,9.001319168794948,-4.114195435345668,-3.334440352856549,0.63,0.990751588047252,0.508,0.082,0.457,1.0,0.454,2.84360795716113,-2.239048489832378,-5.360422708203679,0.67,0.9780730590930367,0.342,0.238,0.174,1.0,0.903,5.0,4.0,1.836200000000005,44.4,2.1,21.4,46.73456390279785,-14.56344610750655,0.5253366659036437,-0.01730648020954583,0.983,0.477,1.52,2.900000000000006,20.5,13.90000000000001,-2.0,0.3069999999999999,0.8958333333333334,6.537381182257185,82.1,0.944,28.65773346596221,21.8567993304716,0.6605599025593346
-368.2483703920717,110.8249608477672,-7.486583727379027,0.123,0.703,0.275,197.146,3.606674705497458,-1.302183601388182,-10.98721435463628,1.37,0.9521739858052585,0.528,0.395,0.332,1.0,0.615,-0.0990577720269142,0.5914050608455199,0.423,0.506,9.069789332531329,-4.067718328318692,-3.125882320637901,0.63,0.989168080539965,0.58,0.095,0.488,1.0,0.386,2.839046138363297,-2.222308772244861,-5.156686322435431,0.67,0.9817492455183169,0.343,0.246,0.201,1.0,0.966,5.0,4.0,1.836200000000005,46.5,4.2,21.8,49.38761477993756,-13.87301467858757,0.6269184921692951,-0.07370499763365791,0.999,0.395,1.52,2.900000000000006,20.5,13.90000000000001,0.0,0.06599999999999989,0.8958333333333334,6.537381182257185,82.1,0.973,28.641515730172,22.52949581980499,0.6806339621263536
-345.8127320779315,125.2474891893993,-3.180425840702213,0.169,0.828,0.352,194.212,3.647008056229923,-1.292248686850674,-11.14172012703003,1.37,0.9522495538992662,0.545,0.393,0.298,1.0,0.621,-0.07470526692125591,0.603398119746227,0.43,0.516,9.083329416511575,-4.158927195597591,-3.173012174273757,0.63,0.9894129758096736,0.595,0.073,0.485,1.0,0.395,2.876525350985907,-2.293190752854172,-5.291938654762564,0.67,0.9814338030554776,0.373,0.226,0.19,1.0,0.962,1.300000000000004,-7.0,1.836200000000005,44.7,0.8,18.1,45.04004320659389,-16.78011792616725,0.6034788250067501,-0.07896317792789354,0.991,0.389,9.59,3.200000000000003,11.8,14.0,0.0,0.112,0.7916666666666666,5.491849550806526,77.5,0.954,28.74315153391129,23.27783515335365,0.6704820963855804
-315.9196824859002,122.9731741826101,-2.439590882908518,0.268,0.796,0.382,179.469,3.668191351528769,-1.252849511596386,-11.21253736661523,1.37,0.9515780705450907,0.554,0.41,0.282,1.0,0.618,-0.1188532135712701,0.6286548446865463,0.409,0.543,9.015905275021252,-4.20706554956134,-3.743359654959228,0.63,0.9889568143734145,0.529,0.063,0.373,1.0,0.372,2.880090359158621,-2.285192125594528,-5.357285006214075,0.67,0.9801126052578063,0.38,0.229,0.178,1.0,0.948,1.300000000000004,-7.0,1.836200000000005,35.4,-4.6,10.5,32.08146620344236,-18.64233498270112,0.5902592696955439,-0.08649087488563809,0.981,0.383,9.59,3.200000000000003,11.8,14.0,-6.0,-0.03100000000000003,0.7916666666666666,5.491849550806526,77.5,0.933,28.53356790791722,23.91915326193564,0.661166508516608
-296.107366576311,126.3521177513187,-1.222115175385999,0.361,0.844,0.459,171.433,3.56338753667819,-1.142986830959593,-11.07761772754963,1.37,0.948715554106299,0.51,0.469,0.321,1.0,0.596,-0.00514748676439589,0.6044142766491014,0.445,0.521,8.965493496728788,-4.064788074486782,-4.120648983513775,0.63,0.9868830378359968,0.494,0.109,0.299,1.0,0.309,2.848120174190811,-2.187261256084552,-5.202573038539943,0.67,0.9805448921059017,0.351,0.267,0.207,1.0,0.95,1.300000000000004,-7.0,1.836200000000005,23.2,-9.6,5.6,18.12815760643005,-17.75184890862422,0.5770972218381742,-0.09094809424425038,0.976,0.379,9.59,3.200000000000003,11.8,14.0,4.0,0.117,0.7916666666666666,5.491849550806526,77.5,0.902,27.60799040766119,24.30718759013083,0.650425899738928
-317.9224914071185,125.4693688912943,-3.482020615263313,0.263,0.828,0.345,177.899,3.490706574212799,-1.073677422443446,-10.97755671009169,1.37,0.9445523042099125,0.489,0.487,0.348,1.0,0.567,0.1075284573008323,0.5658985896084217,0.48,0.486,9.02650093835182,-4.101032528993096,-4.144039908533914,0.63,0.988650527756926,0.544,0.096,0.3,1.0,0.363,2.82523688066848,-2.159157762301162,-5.198958073313682,0.67,0.9798265371574201,0.334,0.272,0.211,1.0,0.937,1.300000000000004,-7.0,1.836200000000005,17.0,-5.6,2.4,13.01104406077537,-12.48653747029896,0.6023997928169227,-0.1064791407465734,0.989,0.344,9.59,3.200000000000003,11.8,14.0,2.0,-0.2150000000000001,0.7916666666666666,5.491849550806526,77.5,0.911,26.41078713775799,24.66127798495534,0.6543615880068199
-357.0368751316512,125.8027041548586,-7.777247067400426,0.144,0.829,0.271,193.238,3.619376589025661,-1.157129004564432,-11.29468849737892,1.37,0.9514318106139468,0.55,0.452,0.269,1.0,0.627,-0.1616465312210485,0.6041472861087069,0.384,0.529,9.345664013701427,-4.583775649811256,-3.51898350936842,0.63,0.9875745896282249,0.888,0.003,0.434,1.0,0.32,2.837400734686261,-2.202974495398105,-5.179559104961212,0.67,0.9826879125749953,0.349,0.263,0.218,1.0,0.979,2.5,-7.0,1.836200000000005,5.3,-8.8,-2.1,0.2715673440869744,-10.34686063228402,0.5906753269149768,-0.09877980903952568,0.975,0.372,9.59,3.200000000000003,-0.6999999999999886,14.3,-20.0,0.03799999999999987,0.4375,3.925302178238786,73.2,0.984,26.31375697022963,25.16646940348959,0.690615108583172
-402.8658608140972,130.1081601398978,-6.746585827611108,0.06,0.883,0.301,220.142,3.777528287453141,-1.155871536839687,-11.89507181455811,1.37,0.9510941914339875,0.607,0.45,0.164,1.0,0.628,-0.212173143061582,0.6867399739735671,0.367,0.635,9.415239572149302,-4.718773044506807,-3.151042679845728,0.63,0.9874302195854069,0.944,0.001,0.511,1.0,0.314,2.821346325798127,-2.221888783386822,-5.106552086551988,0.67,0.9846242325190171,0.331,0.258,0.237,1.0,0.986,2.5,-7.0,1.836200000000005,19.4,-7.3,3.9,15.05759111445956,-14.55253817683441,0.6181465806961618,-0.07377929908614958,0.997,0.42,9.59,3.200000000000003,-0.6999999999999886,14.3,-4.0,-0.2370000000000002,0.4375,3.925302178238786,73.2,0.997,27.28525424515644,25.44224868807771,0.7050252958266733
-369.4029176333386,127.0087856373745,-5.706686179264703,0.129,0.838,0.314,203.751,3.716035931205305,-1.053456024775089,-11.87731275508282,1.37,0.9461152310898012,0.589,0.485,0.169,1.0,0.587,-0.07208800463881529,0.6955408377994912,0.417,0.642,9.214522482839408,-4.770769728098052,-2.659917446738016,0.63,0.9836596046252052,0.743,0.005,0.562,1.0,0.255,2.816068761411641,-2.222550139218259,-5.069422699905423,0.67,0.9849804487808284,0.325,0.261,0.247,1.0,0.987,2.5,-7.0,1.836200000000005,6.9,-12.6,-2.6,0.01282349176167578,-14.31027614163686,0.6554548969016948,-0.1135274483443934,1.0,0.332,9.59,3.200000000000003,-0.6999999999999886,14.3,-12.0,-0.4880000000000002,0.4375,3.925302178238786,73.2,0.971,28.19007342316542,26.01969652212015,0.6877355421643909
-373.6365525876693,99.66429971973463,-7.208149228399882,0.119,0.569,0.291,198.767,3.765112532812707,-1.057099249869903,-12.08090820044916,1.37,0.9470969526098875,0.608,0.477,0.141,1.0,0.599,-0.1481046481053273,0.6882370194382434,0.381,0.64,9.27492190631335,-4.884603463188254,-2.534725800219071,0.63,0.9816923389014519,0.831,0.006,0.575,1.0,0.217,2.853191360887498,-2.270453898402022,-5.194429268159601,0.67,0.9823730419056135,0.379,0.242,0.217,1.0,0.963,2.5,-7.0,1.836200000000005,6.7,-14.3,-2.8,-0.8423641797280097,-15.59141519592694,0.684126359451444,-0.08159192793232481,0.998,0.411,9.59,3.200000000000003,-0.6999999999999886,14.3,3.0,-0.03200000000000008,0.4375,3.925302178238786,73.2,0.954,28.5832483406027,27.52473959341262,0.678738941691309
-397.6192241125797,102.1184739832365,-7.441431724112687,0.068,0.592,0.281,210.649,3.762716105677681,-1.005626237548163,-12.17667195541023,1.37,0.9481512012398323,0.61,0.492,0.126,1.0,0.61,-0.2418966489623816,0.6753379590080392,0.344,0.631,9.407721547007228,-5.041737381420968,-2.273287519671862,0.63,0.9827883055567208,0.944,0.003,0.587,1.0,0.24,2.844169414721875,-2.27075484866156,-5.134356891642702,0.67,0.9821873517774398,0.37,0.244,0.242,1.0,0.951,2.399999999999999,-7.0,1.836200000000005,6.9,-15.0,-4.0,-1.477930824959043,-16.65621557760648,0.6256463878731063,-0.0160463061585775,0.988,0.521,9.59,4.0,0.5,10.7,-9.0,-0.1240000000000001,0.6458333333333334,-4.856170825558012,75.1,0.97,29.14202910471168,28.80917650839438,0.6890829927855299
-382.0696205852081,125.6212069351205,-6.040283872031787,0.099,0.812,0.322,212.204,3.887196386284293,-1.200417528889616,-12.1948710279224,1.37,0.9579423741131895,0.647,0.404,0.126,1.0,0.694,-0.5589282255869482,0.6968102582700411,0.266,0.653,9.393787862856142,-4.902179449369426,-1.900386754601104,0.63,0.9862255578553167,0.934,0.013,0.611,1.0,0.289,2.853554303270863,-2.305913005073887,-5.01208233038377,0.67,0.9837869489213305,0.387,0.223,0.272,1.0,0.972,2.399999999999999,-7.0,1.836200000000005,32.5,-13.7,4.2,23.63094213049402,-26.33875954584244,0.5939168507567217,0.05765411422628826,0.957,0.593,9.59,4.0,0.5,10.7,-12.0,-0.04900000000000004,0.6458333333333334,-4.856170825558012,75.1,0.989,30.1313301263757,30.15520737930796,0.7032535074548948
-358.4645006782347,120.7596299247867,-6.510987716185376,0.166,0.734,0.322,197.835,3.870457748631976,-1.31257439068015,-11.83507603494968,1.37,0.9602843105843322,0.647,0.337,0.191,1.0,0.711,-0.5525037840591147,0.6395949752415759,0.265,0.58,9.30719515353395,-4.779832310449223,-2.494031501590713,0.63,0.9879295808874073,0.873,0.022,0.578,1.0,0.332,2.781629785848186,-2.233099921710882,-4.922106527635267,0.67,0.9817972298182711,0.297,0.273,0.3,1.0,0.935,2.399999999999999,-7.0,1.836200000000005,32.1,-15.0,1.6,21.67336575300423,-28.0231474517699,0.5522136176486651,0.1336271356550529,0.937,0.728,9.59,4.0,0.5,10.7,-12.0,0.1150000000000001,0.6458333333333334,-4.856170825558012,75.1,0.982,29.95782593341098,31.08342120552484,0.7005947830460278
-376.5315659395007,99.68191587581211,-7.169093945950727,0.114,0.556,0.301,200.165,3.858012800798921,-1.475145991643059,-11.3647538808217,1.37,0.9703738931403552,0.64,0.296,0.29,1.0,0.812,-0.7099285649086862,0.5689369263453223,0.22,0.487,9.25021750784515,-4.727476942701713,-2.386533832074548,0.63,0.9889223017863454,0.793,0.029,0.591,1.0,0.37,2.786490514834286,-2.252737988279979,-4.850865830399514,0.67,0.9841726829370637,0.304,0.266,0.333,1.0,0.975,2.399999999999999,-7.0,1.836200000000005,47.0,-12.0,9.7,38.63163384810903,-30.72206852806308,0.5405358827246016,0.1899198659622944,0.927,0.821,9.59,4.0,0.5,10.7,-1.0,0.196,0.6458333333333334,-4.856170825558012,75.1,0.988,29.37711355810691,31.93887703280681,0.7067746378534736
-377.1998154353344,99.74176486017046,-7.173064819131851,0.113,0.556,0.301,200.495,4.002647980698959,-1.591987935416977,-11.65253658649488,1.37,0.9729831414053973,0.692,0.275,0.228,1.0,0.836,-0.8058138852225903,0.5988705786213115,0.184,0.529,9.247088454091015,-4.72101073443957,-2.413293777469089,0.63,0.989380330273471,0.789,0.03,0.593,1.0,0.395,2.774696861819771,-2.246042157438282,-4.808640073523938,0.67,0.9829873391642112,0.296,0.269,0.349,1.0,0.961,2.399999999999999,-7.0,1.836200000000005,49.4,-9.0,12.4,42.90977882829426,-28.68052863951697,0.5640691958754225,0.2444592439742343,0.935,0.876,9.59,4.0,0.5,10.7,-1.0,-0.2889999999999999,0.6458333333333334,-4.856170825558012,75.1,1.0,28.84895069181554,32.76029579465318,0.723494200755591
-392.6889172345229,101.2888575930665,-7.314630890657,0.08,0.57,0.294,208.165,3.985540315225535,-1.577334231059282,-11.57984011183837,1.37,0.9721976187402886,0.693,0.276,0.248,1.0,0.83,-0.7560554106970181,0.5732434076691783,0.204,0.491,9.332513523684739,-4.025082442031689,-2.950859945556909,0.63,0.9897464524633275,0.886,0.171,0.534,1.0,0.413,2.775965221777316,-2.249640185667739,-4.797935415386377,0.67,0.9832049979802134,0.301,0.268,0.36,1.0,0.962,1.100000000000001,-4.0,1.836200000000005,53.4,-0.4,17.6,51.5924742073113,-22.24860459373891,0.5315153489293479,0.2083286741005986,0.911,0.838,14.38,4.099999999999994,10.8,14.39999999999999,-1.0,-0.07299999999999995,0.8958333333333334,2.45896870903912,82.5,0.991,28.0762345004703,33.14114723254889,0.7089332086217701
-374.0437434880653,129.2151780141745,-8.492235198852514,0.132,0.867,0.26,205.083,3.821995126473093,-1.562544365738099,-11.07085473715622,1.37,0.9695929121548306,0.631,0.277,0.36,1.0,0.805,-0.4747200159039074,0.5407900267623844,0.284,0.475,9.236745329750281,-3.952746493651266,-2.848630022854252,0.63,0.9908391730967409,0.752,0.21,0.549,1.0,0.455,2.797060582806842,-2.257077438439115,-4.832034572710068,0.67,0.9846122169265524,0.323,0.266,0.341,1.0,0.979,1.100000000000001,-4.0,1.836200000000005,65.5,-0.9,19.1,62.04681421588865,-28.37906200796504,0.5327185400237707,0.2098789472885314,0.914,0.837,14.38,4.099999999999994,10.8,14.39999999999999,2.0,-0.01100000000000001,0.8958333333333334,2.45896870903912,82.5,0.957,27.15335074124071,33.73150362286865,0.6980470310787272
-392.8093892785588,130.631024441684,-7.400038782749851,0.08,0.888,0.294,217.391,3.775600269756856,-1.570689240180789,-10.84414820769403,1.37,0.9714603064514904,0.617,0.275,0.417,1.0,0.827,-0.4944968194182204,0.5140958406097522,0.277,0.463,9.32846398620154,-4.167233736662089,-2.419512657550131,0.63,0.9922773270673912,0.882,0.124,0.601,1.0,0.501,2.789918944497841,-2.200017382705381,-4.758051172160015,0.67,0.9828515946860129,0.319,0.312,0.384,1.0,0.947,1.100000000000001,-4.0,1.836200000000005,66.6,4.8,23.0,66.76010114775212,-23.02355335072442,0.5821687830257826,0.2237956169594909,0.944,0.852,14.38,4.099999999999994,10.8,14.39999999999999,8.0,0.02599999999999991,0.8958333333333334,2.45896870903912,82.5,0.997,26.57153542133033,35.13680824973256,0.7187363020174629
-443.2354743936457,106.1517172587424,-7.734594491725832,0.022,0.602,0.283,233.175,3.664801273920516,-1.504060091273703,-10.60116854487138,1.37,0.970587035214096,0.569,0.29,0.473,1.0,0.815,-0.5145357809253146,0.5514815596874716,0.267,0.49,9.48982571588235,-4.397752952634241,-1.712876945837514,0.63,0.9921044525958356,0.975,0.074,0.665,1.0,0.49,2.798449239594412,-2.246703026598487,-4.63371823424918,0.67,0.9847382297690599,0.333,0.275,0.429,1.0,0.978,1.100000000000001,-4.0,1.836200000000005,62.6,6.7,24.9,65.03437567107757,-18.68299009522443,0.5882170267982593,0.2008692011847907,0.949,0.813,14.38,4.099999999999994,10.8,14.39999999999999,-2.0,0.133,0.8958333333333334,2.45896870903912,82.5,1.0,26.17177564032536,36.68661285149534,0.7390152074257602
