InflGrowthSurpPC1,CESIEM.Index,SA_NB_Curvature,RepSouCDSCurve_PC3,US_RB_Level,SA_RB_R2_QS,SSICCONF.Index,US_NB_Slope,SA_NB_Level,RepSouCDSCurve_QS_PC1
0.005042661248252505,29.1,-0.849754491476574,0.607,-0.3238540963290022,0.841,-2.100000000000009,-1.880899627435264,9.099210380441399,-204.1872191160779
0.0696339533144535,16.3,-0.814990550360907,0.698,-0.377035975351012,0.922,-2.100000000000009,-1.769964736971568,9.011434819840435,-202.4923335300232
0.100139412386009,4.3,-1.040727741216291,0.748,-0.2742093507492284,0.899,-2.100000000000009,-1.529297761603086,9.021076187189658,-208.5652340573734
0.1978711872987743,-1.1,-0.6918365353285952,0.761,-0.09960315933013175,0.766,15.89999999999999,-1.369125491760463,8.813205354455887,-203.8851239828276
0.08201575003073594,-8.0,-0.8163270167747689,0.713,-0.153534507238189,0.723,15.89999999999999,-1.326262680009759,8.866950432581005,-211.8356208896297
-0.02728884199620311,-9.8,-0.5212164531026822,0.726,-0.205374769135459,0.72,15.89999999999999,-1.238841529873156,9.036155602443369,-210.4357206384682
-0.1199441175787086,-14.4,-0.6593003571080469,0.781,-0.1049836205766449,0.845,15.89999999999999,-1.099432018905399,9.006283168475186,-234.6334723787901
-0.1754661005451402,-12.9,-0.9238429423168782,0.811,-0.3330330735160968,0.736,8.0,-1.650687705921502,9.164493402738563,-210.733403622365
-0.1658975913844188,-14.2,-0.9088556104009152,0.779,-0.07423976818628898,0.797,8.0,-1.36134669266501,9.013468216721556,-220.3597814687528
-0.1615081847531223,-12.3,-0.8968688624598088,0.76,0.05549279324236365,0.8,8.0,-1.226676812516876,9.118043559982873,-228.608869839306
-0.1909004197972651,-19.7,-1.104536419111708,0.792,0.03538565252811433,0.832,8.0,-1.248857725374735,8.975970365030426,-222.4547527554759
-0.2258938689778786,-18.2,-1.097309954946224,0.809,0.4473992766247469,0.783,6.5,-0.8748386066376544,9.055648857029766,-220.71736470684
-0.1205798476744835,-10.9,-1.244558397429638,0.75,0.3463803008745224,0.684,6.5,-0.94380925766371,8.742185283178667,-260.8327243210259
-0.09150024454271898,-5.6,-2.18255611891222,0.817,0.9168772747638795,0.78,6.5,-0.4832300276265769,8.94191752395708,-295.29532992472
-0.271165863975144,-4.6,-2.943906419640464,0.833,0.8084627923391235,0.839,6.5,-0.5571956983378372,8.654359414304352,-274.038579140008
-0.3335873265642798,-2.8,-3.476394882446711,0.74,0.6189128809652591,0.884,6.5,-0.608790353866819,8.699416481342551,-306.604643651267
-0.4013812560554005,-2.4,-3.254474925555099,0.821,0.8547188658520605,0.744,-8.400000000000006,-0.5245397793930234,8.726505110486546,-287.730156454086
-0.4254926091412355,-5.9,-2.694847808062715,0.786,0.8782825549297915,0.922,-8.400000000000006,-0.4355865602497557,8.497188384014187,-316.9631761992087
-0.5785138396210093,-4.8,-1.910696788498708,0.803,0.6881964108375903,0.994,-8.400000000000006,-0.6227233167328845,8.735019398676323,-316.2672116393203
-0.640626351787105,0.5,-2.128941513975249,0.879,0.5550569809080109,0.99,-8.400000000000006,-0.7091407198248797,9.14359327380772,-448.7302535475148
-0.650556737868693,1.1,-2.856800325010368,0.784,0.425623769228444,0.996,1.900000000000006,-0.7339756906895899,9.25175855605129,-401.3612788174248
-0.6543438379063242,0.2,-3.1866932710596,0.3,0.4418374539561405,0.992,1.900000000000006,-0.9773046745710442,9.305683936828775,-361.5374970158054
-0.735151717369966,-2.4,-3.278438364146119,0.253,0.3527835331951211,1.0,1.900000000000006,-0.9343383887859773,9.233717445409589,-307.5372740533503
-0.6768934690172299,5.7,-3.543692151881942,0.467,0.5086325991433175,0.994,1.900000000000006,-0.893874323759442,9.240712485213164,-344.2392527410571
-0.4455499294102764,1.0,-3.509331490088741,0.341,0.6853739597649342,0.981,1.900000000000006,-0.918397977007731,9.144098335427037,-294.3712896534446
-0.3176933343624388,-2.8,-3.908766223813811,0.401,1.105226373486058,0.994,7.0,-0.6719316674762064,9.241178299768977,-329.8382023713579
-0.2402724088059866,2.8,-4.152472415019851,0.316,1.001271361313109,0.961,7.0,-0.7019972215877571,9.15407176971298,-352.121637170798
-0.182906983929877,3.7,-3.221569001513024,0.11,0.6591057394915238,0.977,7.0,-0.8130579560837846,9.205042387581798,-383.0252651439437
-0.152954860479009,16.8,-3.224303787720959,0.709,0.6710369990939392,0.966,7.0,-0.72689490593678,9.28559640793222,-469.7634246932383
-0.06983572429261026,10.6,-3.224303787720959,0.431,0.8335056323904814,0.961,3.0,-0.6945230253798084,9.28559640793222,-336.5342272447716
-0.0741067309223333,6.9,-3.937878044377483,0.427,0.7202429769066383,0.91,3.0,-0.6457622566758316,9.153083141844588,-359.181010913518
-0.05149325258352068,-1.6,-3.937878044377483,0.591,0.8011626747086659,0.968,3.0,-0.6240302435157914,9.153083141844588,-377.2873310713393
0.02709688518633041,-2.5,-3.772188965642223,0.597,0.7436958254986425,0.935,3.0,-0.8269989861285552,9.28586375335842,-373.9707381952625
0.06794355894228472,-6.3,-3.734920916254877,0.676,0.8020948987535086,0.934,-9.700000000000003,-0.6111123310315547,9.246018947644801,-385.257344133722
0.06380415369386609,2.7,-3.545707146918593,0.603,0.9211790359858897,0.914,-9.700000000000003,-0.6680674269408007,9.408502711247467,-400.0265954125484
0.06130006625776683,6.0,-3.817301167580458,0.625,0.978646801873985,0.946,-9.700000000000003,-0.5636838752183618,9.336046864341862,-394.0093042286216
0.08269954466081132,12.0,-3.718348045288629,0.509,0.8422080739074692,0.936,-9.700000000000003,-0.6518167825989116,9.224434448577789,-364.2104208457799
0.09107851717360972,16.6,-3.917061477878667,0.616,1.256501487522522,0.981,-9.700000000000003,-0.4286215709176696,8.964684473339833,-335.4880774570838
0.01379002812690723,17.1,-3.927015066995291,0.366,1.255153300994382,0.471,-8.200000000000003,-0.4156231641437639,8.895162354136646,-316.7060054028116
0.009460252007886867,16.9,-3.927015066995291,0.392,1.213168901949578,0.47,-8.200000000000003,-0.4499810661175183,8.895162354136646,-325.5626682406831
0.01329704183048427,17.8,-3.816970826004145,0.291,1.171283891861032,0.471,-8.200000000000003,-0.5330807956069381,9.147464730312613,-314.6327620034848
-0.0255558817257606,12.8,-4.054809363606172,0.199,1.293598948088602,0.464,-8.200000000000003,-0.5475581605893753,9.200192576722632,-283.257188391994
-0.1195420748516964,16.3,-3.858943676611855,0.222,1.226632679436809,0.451,-5.200000000000003,-0.5151261306164628,9.167438208555547,-271.6542071803303
-0.1528422082239446,7.7,-3.823356709813424,0.369,1.307066696460083,0.47,-5.200000000000003,-0.6029359056619215,9.131181741710519,-277.1311825712912
-0.09530224895691264,10.5,-3.476224570327956,0.721,1.006254972738732,0.471,-5.200000000000003,-0.829797823400237,9.257151445782386,-260.8869792376452
-0.0756710824293807,8.7,-3.640963492957932,0.706,0.9758765551650904,0.472,-5.200000000000003,-0.8306287837691978,9.303849957614704,-276.3342877143824
-0.157518877743055,11.8,-3.875909962588662,0.548,1.004514122014468,0.483,-5.700000000000003,-0.6946256972043905,9.349260144603164,-278.0323995032842
-0.1504266042355047,17.0,-3.981370675241237,0.619,1.029115822386737,0.483,-5.700000000000003,-0.5552735831639937,9.423807550531635,-276.1238214745291
-0.2052406154698323,14.4,-4.004195391107121,0.664,1.188757334423568,0.485,-5.700000000000003,-0.4974629561120451,9.31991717708937,-281.4297988415645
-0.1978038394315966,7.5,-4.258218471568422,0.292,1.269318626389991,0.489,-5.700000000000003,-0.5028740133029536,9.092757953064806,-264.8672350740516
-0.1415584421352438,2.7,-4.706923525197901,0.747,1.454104014374501,0.492,-5.700000000000003,-0.4172658633206395,9.162780271364777,-270.6003355470164
-0.06324659910291938,-4.0,-3.419025453332894,0.71,1.329789189045023,0.498,-10.2,-0.3844212032065432,9.254597697593807,-256.4384685357216
-0.03468332059302404,-35.4,-3.419025453332894,0.78,1.349949894054935,0.496,-10.2,-0.3392272803638123,9.254597697593807,-275.3905706334435
-0.03229882333837419,-31.4,-3.419025453332894,0.808,1.390487685159172,0.503,-10.2,-0.4411113574815616,9.254597697593807,-330.1012346797555
-0.1158216272042779,-31.7,-5.415256659148608,0.765,1.291553471749125,0.503,-10.2,-0.4369992230562016,9.355534677069341,-334.500696029038
0.02166507291181654,-43.6,-5.262262922489574,0.889,1.455169059019417,0.505,-17.8,-0.3051910905993468,9.371417275612343,-378.3525297960284
0.05181115874851375,-36.5,-5.262262922489574,0.831,1.439508485552095,0.488,-17.8,-0.3710429363902519,9.371417275612343,-320.00724516411
0.05093550206059783,-42.1,-6.638689343955134,0.739,1.564881215327423,0.485,-17.8,-0.333986683210854,9.465512401637843,-275.234281294931
0.0272787474916458,-37.4,-6.988404438661747,0.861,1.276581846535628,0.474,-17.8,-0.4456161693768966,9.180439325089962,-297.0439188621795
-0.1279139812525011,-36.6,-6.656157866159143,0.885,1.325952006984641,0.497,-5.900000000000006,-0.3953547818273817,9.247186612565724,-285.8392070980624
-0.1028338312303362,-32.8,-6.311589874039439,0.864,1.496228863401533,0.493,-5.900000000000006,-0.286212804393049,9.05853350299129,-272.708895415015
0.004132418947475118,-24.6,-6.311589874039439,0.076,1.56764591273166,0.512,-5.900000000000006,-0.2504223567095836,9.05853350299129,-246.928763901562
-0.007334281242719504,-20.2,-6.311589874039439,0.073,1.666280492950161,0.405,-5.900000000000006,-0.1866505772716036,9.05853350299129,-230.1883518884101
-0.0280044226772472,-20.2,-6.246539984908484,0.078,1.575919919950249,0.481,-5.900000000000006,-0.2713479998126094,8.363621097193525,-233.3359329920494
-0.07429409100537454,-17.9,-5.796444716062723,0.071,1.67396111959878,0.47,-8.200000000000003,-0.2910760739482567,8.398064848729836,-209.4149902988586
-0.02373474318558513,-19.7,-5.279397444805499,0.058,1.614755912642364,0.41,-8.200000000000003,-0.3499487634535274,8.383972944177948,-213.2567809277456
0.1126464929887433,-14.1,-5.50023168577848,0.059,1.353281530323131,0.408,-8.200000000000003,-0.4710681250217859,8.597251805649961,-239.8026777427287
0.1085120984325466,-9.0,-5.97044092002408,0.064,1.645398764211329,0.389,-8.200000000000003,-0.388603128672884,8.589889751427966,-243.6182288196812
0.1205177245862999,-7.1,-5.97044092002408,0.067,1.845036994212209,0.355,2.900000000000006,-0.1896575737869297,8.589889751427966,-256.271138905239
0.09536660547602692,-10.3,-6.163882728342382,0.064,1.887541307206488,0.357,2.900000000000006,-0.2573682449189927,8.487865346061605,-211.8546832084504
0.2334216482039579,-9.8,-6.163882728342382,0.067,2.218749999183257,0.406,2.900000000000006,-0.3393779687538188,8.487865346061605,-216.9231147500225
0.2220371526411168,-14.3,-6.163882728342382,0.069,2.002052648798372,0.381,2.900000000000006,-0.3048261497902885,8.487865346061605,-238.7530437750208
0.3101340356501188,-15.4,-6.163882728342382,0.069,2.053879569814345,0.383,-2.700000000000003,-0.200545325199667,8.487865346061605,-249.3712183925047
0.2710742941372856,-18.9,-7.101922517917649,0.039,2.19651211296673,0.316,-2.700000000000003,-0.2567336857674446,8.778128106322104,-277.5258163151439
0.207322884917256,-17.9,-7.000850416476474,0.054,2.02833275055537,0.333,-2.700000000000003,-0.2729460661249039,8.980335546737937,-266.0730739063636
0.1642812679209607,-9.0,-6.715521644959488,0.064,1.92568450368255,0.313,-2.700000000000003,-0.4364982087753274,8.76078725019281,-250.9126223250424
0.1147856575192625,-5.6,-6.806218974543722,0.029,1.804352756864837,0.329,-2.700000000000003,-0.4108254786588754,8.92076620482044,-261.3271591814779
0.1438708501103452,-1.5,-6.682915629593017,0.019,1.915659521637242,0.407,-14.0,-0.3457682912228083,8.887042671374719,-258.7310743476845
0.06073462130763516,9.1,-6.274467869312368,0.031,1.988846751270515,0.459,-14.0,-0.2715414377543032,8.71712769484504,-263.9516318747815
0.03069841907412128,-0.8,-6.399655862443385,0.012,1.966424194277894,0.503,-14.0,-0.247820838202415,8.850251135688875,-292.5352229066118
0.02343171220081241,-0.7,-5.95849649837052,0.112,1.873012468036866,0.515,-14.0,-0.3566030176063971,8.729408028791743,-302.6723525398019
0.1692382564389946,-7.7,-5.946888421325989,0.085,1.96244944020376,0.473,-18.90000000000001,-0.2573184836020684,8.713425429609194,-248.9395835674466
0.1910156337398513,-9.8,-5.946888421325989,0.072,2.082821509392408,0.394,-18.90000000000001,-0.2389085267376962,8.713425429609194,-251.6171252628382
0.3297456356530811,-7.2,-5.730921727461502,0.02,1.931677321567087,0.482,-18.90000000000001,-0.4048172529658605,8.394784767828321,-245.6489650590204
0.4262877712913147,-6.7,-5.885014533798082,0.012,1.837173551376792,0.523,-18.90000000000001,-0.4162565293782968,8.321559376298653,-249.8425024730245
0.3761973298738916,-1.6,-5.885014533798082,0.012,1.834720332774551,0.534,-18.90000000000001,-0.4291838611120972,8.321559376298653,-251.1843823307773
0.3015506162698691,-1.2,-5.849893811845507,0.033,1.69013168474249,0.557,-13.09999999999999,-0.5074388186390401,8.488595740914251,-232.2145826476023
0.307877961486111,2.4,-5.516423873823009,0.02,1.834198974493869,0.523,-13.09999999999999,-0.4678360333830999,8.242518075075534,-243.983454357902
0.3433217960653283,-0.5,-5.48608173329682,0.017,1.879841702155003,0.483,-13.09999999999999,-0.4686637445289225,8.304185708600931,-262.4465949075444
0.3489602986039735,-2.2,-5.633036680740397,0.032,1.696013432992756,0.467,-13.09999999999999,-0.5524444353143712,8.468779247387875,-276.5356074252511
0.409930189004323,-3.9,-5.791175426837847,0.072,1.796430009956762,0.361,-6.5,-0.5315834389705381,8.440655435445692,-297.6047892614659
0.3627265244164287,-4.6,-5.880305822624034,0.071,1.696404790323892,0.426,-6.5,-0.4789843608937683,8.455794186263892,-292.8499540809909
0.3790578075391525,-13.5,-5.641969318581766,0.08,1.609203070996068,0.509,-6.5,-0.5138498973742172,8.437547122786047,-293.8562498699278
0.3280224472508224,-14.5,-5.580485420385717,0.076,1.678026795192862,0.562,-6.5,-0.4417512278981167,8.375747938854195,-298.7574162744922
0.2621281560094795,-10.2,-5.64643905538111,0.072,1.855657698423496,0.517,4.800000000000011,-0.3642561236664149,8.566912343661409,-302.7253424607364
0.241288430273147,-3.1,-5.746976013449459,0.069,1.533083599624371,0.492,4.800000000000011,-0.5555265430776474,8.525405087157605,-290.2607958038367
0.1106159809584774,-8.4,-5.704990721068349,0.115,1.77194944178997,0.476,4.800000000000011,-0.4784401681396917,8.54160521121708,-307.791885769115
0.1142190100982075,-10.6,-5.148606821608907,0.044,1.783862062538182,0.443,4.800000000000011,-0.4584409981785213,8.549177326364306,-312.6006743324439
0.03365758299818532,-21.0,-5.116289839307104,0.206,1.858547013550479,0.431,-3.5,-0.4007311072610193,8.432128858815364,-337.7182067493453
0.0970614863978887,-29.3,-5.171310994037568,0.092,1.871380249867159,0.457,-3.5,-0.3554284215474662,8.179735954382823,-293.0955591465397
0.1339345458592244,-37.7,-5.221886409002185,0.145,1.840371187033,0.396,-3.5,-0.369841390429286,8.10254534374482,-264.8626660298352
0.2688206417270886,-38.7,-4.776904886481253,0.069,1.65571599390411,0.562,-3.5,-0.4175524372384718,7.87272336508124,-306.3948988135103
0.2714920972673784,-40.4,-4.978103045964607,0.147,1.817629482544897,0.528,-3.5,-0.348640035717655,7.915948736663812,-286.5288092944512
0.3254602639081081,-44.8,-5.386453831660054,0.161,1.583071756669355,0.482,5.900000000000006,-0.4134977232710946,7.784602083027731,-262.6014653855518
0.319082638370477,-50.6,-5.636837796466166,0.243,1.46296523117213,0.431,5.900000000000006,-0.5299456749550605,7.850403120162886,-264.5203051008639
0.4253807018289255,-47.4,-5.636837796466166,0.235,1.270521204194009,0.456,5.900000000000006,-0.5519961944973771,7.850403120162886,-304.7137114117153
0.3830841615694363,-51.0,-5.636837796466166,0.124,1.134518571862263,0.423,5.900000000000006,-0.6293244047928495,7.850403120162886,-302.3521413734856
0.3886615026361873,-47.1,-5.636837796466166,0.092,0.7663095725112458,0.646,8.400000000000006,-0.8433987965324539,7.850403120162886,-339.2320637517947
0.5547369114735375,-45.1,-5.636837796466166,0.177,0.712429749060054,0.766,8.400000000000006,-0.8878065049929471,7.850403120162886,-354.6123820873821
0.5998527134454938,-48.4,-2.766128692595119,0.222,0.6814087112522855,0.852,8.400000000000006,-0.7840217888811011,8.746128331653937,-323.5255428421985
0.6010713564454947,-43.7,-1.99574683855214,0.206,-0.2123550990539023,0.962,8.400000000000006,-1.26618955695815,9.11756287187615,-447.0517048702128
0.4077119594796798,-37.1,-2.677326265816498,0.227,-0.08302847546801156,0.932,13.5,-1.201394404869671,8.890413009954605,-402.3436542544338
0.3508900250796615,-34.3,-2.86432237771741,0.251,-0.2931557364011324,0.916,13.5,-1.493812419555337,9.100943545279558,-415.7890222091283
0.3653854536839755,-37.7,-3.347131704732684,0.264,-0.08432351986621396,0.839,13.5,-1.275719284783782,9.05028026730372,-399.7652427293237
0.271687312069355,-31.0,-3.520827881449791,0.288,0.3141377180296181,0.807,13.5,-1.106331787144918,8.950144252714974,-351.3473113016794
0.2742854993031771,-30.0,-3.526574918855674,0.266,0.09064228624318105,0.958,13.5,-1.138319342604227,9.273140932603825,-376.4862380725357
0.3192229595278198,-30.8,-3.775895979992959,0.233,0.1580797937241457,0.956,13.40000000000001,-1.123504210503003,9.27904752916423,-411.0913048131934
0.3078418505243858,-29.8,-3.983850251773882,0.248,0.2272188724026089,0.925,13.40000000000001,-1.153804802592379,9.342858971803327,-431.9918158354661
0.3606682978354616,-29.5,-4.185878792206482,0.224,-0.3945697307385272,0.935,13.40000000000001,-1.41407236564207,9.609345544227759,-447.1084335108227
0.3455599116322847,-24.6,-3.07598882600706,0.245,-0.4186095939722356,0.975,13.40000000000001,-1.587870329381274,9.56944344680281,-465.4592212964768
0.4263711499088194,-17.9,-2.486681851045454,0.249,-0.4251741595162835,0.977,13.90000000000001,-1.586518902489371,9.469012366234137,-457.7634264758991
0.4062692579850362,-15.0,-2.808042406412997,0.303,-0.8069504431134802,0.976,13.90000000000001,-1.82201397634762,9.44172237031233,-426.5262008578395
0.4672368334306856,3.6,-3.227910244230681,0.307,-0.6554855718647571,0.945,13.90000000000001,-1.802822304287117,9.207457632904877,-386.2989810570513
0.5253366659036437,2.1,-3.334440352856549,0.364,-0.1417299754394336,0.903,13.90000000000001,-1.365235216292146,9.001319168794948,-347.6886097876829
0.6269184921692951,4.2,-3.125882320637901,0.275,-0.0990577720269142,0.966,13.90000000000001,-1.302183601388182,9.069789332531329,-368.2483703920717
0.6034788250067501,0.8,-3.173012174273757,0.352,-0.07470526692125591,0.962,14.0,-1.292248686850674,9.083329416511575,-345.8127320779315
0.5902592696955439,-4.6,-3.743359654959228,0.382,-0.1188532135712701,0.948,14.0,-1.252849511596386,9.015905275021252,-315.9196824859002
0.5770972218381742,-9.6,-4.120648983513775,0.459,-0.00514748676439589,0.95,14.0,-1.142986830959593,8.965493496728788,-296.107366576311
0.6023997928169227,-5.6,-4.144039908533914,0.345,0.1075284573008323,0.937,14.0,-1.073677422443446,9.02650093835182,-317.9224914071185
0.5906753269149768,-8.8,-3.51898350936842,0.271,-0.1616465312210485,0.979,14.3,-1.157129004564432,9.345664013701427,-357.0368751316512
0.6181465806961618,-7.3,-3.151042679845728,0.301,-0.212173143061582,0.986,14.3,-1.155871536839687,9.415239572149302,-402.8658608140972
0.6554548969016948,-12.6,-2.659917446738016,0.314,-0.07208800463881529,0.987,14.3,-1.053456024775089,9.214522482839408,-369.4029176333386
0.684126359451444,-14.3,-2.534725800219071,0.291,-0.1481046481053273,0.963,14.3,-1.057099249869903,9.27492190631335,-373.6365525876693
0.6256463878731063,-15.0,-2.273287519671862,0.281,-0.2418966489623816,0.951,10.7,-1.005626237548163,9.407721547007228,-397.6192241125797
0.5939168507567217,-13.7,-1.900386754601104,0.322,-0.5589282255869482,0.972,10.7,-1.200417528889616,9.393787862856142,-382.0696205852081
0.5522136176486651,-15.0,-2.494031501590713,0.322,-0.5525037840591147,0.935,10.7,-1.31257439068015,9.30719515353395,-358.4645006782347
0.5405358827246016,-12.0,-2.386533832074548,0.301,-0.7099285649086862,0.975,10.7,-1.475145991643059,9.25021750784515,-376.5315659395007
0.5640691958754225,-9.0,-2.413293777469089,0.301,-0.8058138852225903,0.961,10.7,-1.591987935416977,9.247088454091015,-377.1998154353344
0.5315153489293479,-0.4,-2.950859945556909,0.294,-0.7560554106970181,0.962,14.39999999999999,-1.577334231059282,9.332513523684739,-392.6889172345229
0.5327185400237707,-0.9,-2.848630022854252,0.26,-0.4747200159039074,0.979,14.39999999999999,-1.562544365738099,9.236745329750281,-374.0437434880653
0.5821687830257826,4.8,-2.419512657550131,0.294,-0.4944968194182204,0.947,14.39999999999999,-1.570689240180789,9.32846398620154,-392.8093892785588
0.5882170267982593,6.7,-1.712876945837514,0.283,-0.5145357809253146,0.978,14.39999999999999,-1.504060091273703,9.48982571588235,-443.2354743936457
0.5405803779390552,12.5,0.8826254102637262,0.233,-0.3156804772471685,0.623,28.2,-1.372907030337251,9.400471368238135,-434.9323298623954
0.5074455888073747,10.8,-0.05735765532972195,0.263,-0.2421376841818501,0.896,28.2,-1.233335695977926,9.296522120693444,-398.0257717997917
0.4788160262814471,20.1,0.3139396646621097,0.261,-0.4672848843247738,0.802,28.2,-1.370524861914329,9.26625867585768,-422.5773363189612
0.4742178141388683,13.6,1.301170480583058,0.278,-0.4171205178426902,0.805,28.2,-1.374115452160904,9.124096563689138,-405.9807472849033
0.3486433658809368,12.5,-0.002975186413334596,0.363,-0.2286067549022039,0.701,31.3,-1.335758639459243,9.180899559747315,-368.4104936495243
0.2229288429804778,14.3,-0.3605091307248879,0.357,-0.3909363046808952,0.937,31.3,-1.520049029831152,9.15539686267562,-381.0987579217875
0.2902566597452909,-8.0,-0.3808019003472205,0.29,-0.3213523083657962,0.929,31.3,-1.421991536702052,9.202404473106647,-387.829289844391
0.3008458785553501,-4.2,0.181430173069685,0.304,-0.5107163116225206,0.889,31.3,-1.759835916047682,9.221153628980952,-387.2262318107188
0.278205227186969,-6.4,0.002129842784186294,0.324,-0.5855147894657616,1.0,31.3,-1.837540999848287,8.989097435943403,-354.953692755558
0.3036741108028579,-5.9,-0.3510077968105645,0.368,-0.5721149712791087,1.0,32.2,-1.787449801823418,9.064915637315291,-348.6251506541529
