Date,Return,Cumulative_Return,Label,t_stat,Best_window
2004-01-01,0.0103,0.0103,1,52.654344550094,3
2004-02-01,0.0157,0.026,0,-0.9008768961595159,5
2004-03-01,0.0147,0.0407,1,1.5557100674573812,6
2004-04-01,-0.0227,0.018,1,5.399923105950043,3
2004-05-01,0.0018,0.019799999999999998,1,6.549361875246428,6
2004-06-01,0.0035,0.023299999999999998,1,9.474942242031085,5
2004-07-01,0.0122,0.0355,1,45.299790351801235,3
2004-08-01,0.0706,0.1061,1,11.139023007839038,5
2004-09-01,0.0654,0.17149999999999999,1,6.926998537328504,4
2004-10-01,0.0458,0.2173,1,3.894552814800025,5
2004-11-01,0.1181,0.3354,1,4.617545540465599,4
2004-12-01,0.0411,0.37649999999999995,1,1.914371945207706,3
2005-01-01,0.0021,0.37859999999999994,1,1.5826937437083666,6
2005-02-01,0.042,0.4205999999999999,-1,-11.139821509732466,3
2005-03-01,-0.0353,0.3852999999999999,1,6.4590343052827714,6
2005-04-01,-0.0258,0.35949999999999993,1,12.337988244888884,6
2005-05-01,0.0868,0.4462999999999999,1,8.033060440825846,5
2005-06-01,0.0177,0.4639999999999999,1,7.864170329633561,4
2005-07-01,0.0822,0.5461999999999999,1,4.624741201689258,6
2005-08-01,0.0306,0.5767999999999999,1,4.287791677059137,6
2005-09-01,0.093,0.6697999999999998,1,3.922853476606822,6
2005-10-01,-0.0364,0.6333999999999999,1,7.239941000055634,6
2005-11-01,0.0322,0.6655999999999999,1,10.729717340394213,3
2005-12-01,0.08,0.7455999999999998,1,3.924715190590206,5
2006-01-01,0.1108,0.8563999999999998,1,2.172192668702466,6
2006-02-01,-0.0263,0.8300999999999998,1,2.7022185067451163,3
2006-03-01,0.0809,0.9109999999999998,0,1.127589479946186,6
2006-04-01,0.0177,0.9286999999999999,1,2.135419796808345,6
2006-05-01,-0.0411,0.8875999999999998,1,5.7723411933889945,6
2006-06-01,0.0429,0.9304999999999999,1,6.375493416474573,6
2006-07-01,-0.0219,0.9085999999999999,1,19.169409065665196,5
2006-08-01,0.0509,0.9594999999999998,1,15.818664431750614,6
2006-09-01,0.0267,0.9861999999999997,1,15.569417327698474,5
2006-10-01,0.048,1.0341999999999998,1,12.675679798951355,6
2006-11-01,0.032,1.0661999999999998,1,12.86688129073694,6
2006-12-01,0.071,1.1371999999999998,1,8.73530184135579,5
2007-01-01,0.0377,1.1748999999999998,1,6.480484501342864,4
2007-02-01,0.017,1.1918999999999997,1,8.39485915603947,3
2007-03-01,0.0725,1.2643999999999997,0,1.3565033427502045,3
2007-04-01,0.0477,1.3120999999999998,-1,-3.3789187885360086,3
2007-05-01,-0.0058,1.3062999999999998,1,2.5715686499795907,6
2007-06-01,-0.018,1.2882999999999998,1,8.054036255195284,3
2007-07-01,0.0073,1.2955999999999999,1,4.076023756733943,3
2007-08-01,0.0113,1.3069,1,3.633910517840585,3
2007-09-01,0.028,1.3349,0,0.8817412420575083,3
2007-10-01,0.079,1.4139,-1,-21.085835918229844,3
2007-11-01,-0.0257,1.3881999999999999,-1,-5.376574381828389,3
2007-12-01,-0.0303,1.3578999999999999,1,3.2682772521202437,6
2008-01-01,-0.0591,1.2988,1,3.437810873984526,5
2008-02-01,0.1314,1.4302,1,1.8261668419866008,4
2008-03-01,-0.0337,1.3964999999999999,1,51.191723868146724,3
2008-04-01,0.055,1.4514999999999998,-1,-3.8072874180608633,6
2008-05-01,0.0514,1.5029,-1,-8.011818082145112,6
2008-06-01,-0.0477,1.4551999999999998,-1,-6.780261768712728,6
2008-07-01,-0.1277,1.3275,-1,-4.395822075378461,5
2008-08-01,0.0271,1.3545999999999998,-1,-8.20802145101178,3
2008-09-01,-0.1099,1.2447,-1,-2.720905667186297,3
2008-10-01,-0.0716,1.1730999999999998,1,1.6664596667788156,4
2008-11-01,-0.0159,1.1571999999999998,1,1.645628314051927,3
2008-12-01,0.0469,1.2040999999999997,-1,-1.7925591327241222,3
2009-01-01,-0.0012,1.2028999999999996,1,2.2013169561257078,6
2009-02-01,-0.0699,1.1329999999999996,1,5.382695292459949,6
2009-03-01,0.0779,1.2108999999999996,1,5.380316655705,6
2009-04-01,-0.014,1.1968999999999996,1,6.162806139061536,6
2009-05-01,0.0853,1.2821999999999996,1,5.884161975719069,6
2009-06-01,-0.0194,1.2627999999999995,1,5.553685846287362,3
2009-07-01,0.0917,1.3544999999999994,1,7.6655267637511475,6
2009-08-01,0.0481,1.4025999999999994,1,4.894386379608834,5
2009-09-01,-0.0003,1.4022999999999994,1,4.235413117629884,4
2009-10-01,0.0503,1.4525999999999994,1,2.887662460031128,6
2009-11-01,0.0,1.4525999999999994,1,3.5386337545697146,6
2009-12-01,0.053,1.5055999999999994,1,2.2865882844042003,5
2010-01-01,-0.0276,1.4779999999999993,1,3.4083075234580202,4
2010-02-01,0.013,1.4909999999999992,1,1.757490966309179,3
2010-03-01,0.0823,1.5732999999999993,-1,-4.147821196817161,4
2010-04-01,0.0006,1.5738999999999992,-1,-9.97868077196398,3
2010-05-01,-0.0453,1.5285999999999993,1,3.555597911327201,6
2010-06-01,-0.0319,1.4966999999999993,1,4.134111960827775,6
2010-07-01,0.078,1.5746999999999993,1,4.024250981938173,6
2010-08-01,-0.0329,1.5417999999999994,1,3.4029951768989144,5
2010-09-01,0.1056,1.6473999999999993,1,2.073547443805073,4
2010-10-01,0.0149,1.6622999999999992,1,2.078214575390588,6
2010-11-01,-0.0067,1.6555999999999993,1,2.5571734437196083,6
2010-12-01,0.0631,1.7186999999999992,1,1.8666099390699167,6
